Cement,Blast Furnace Slag,Fly Ash,Water,Superplasticizer,Coarse Aggregate,Fine Aggregate,Age,Strength,W/C,Sp/C_pct
446.0,24.0,79.0,162.0,10.3,967.0,712.0,56,54.77,0.3632286995515695,0.023094170403587445
266.0,114.0,0.0,228.0,0.0,932.0,670.0,90,47.03,0.8571428571428571,0.0
152.7,144.7,0.0,178.1,8.0,999.7,822.2,28,19.01,1.16633922724296,0.05239030779305829
139.6,209.4,0.0,192.0,0.0,1047.0,806.9,360,44.7,1.3753581661891119,0.0
200.0,0.0,0.0,180.0,0.0,1125.0,845.0,28,12.25,0.9,0.0
491.0,26.0,123.0,210.0,3.9,882.0,699.0,3,25.61,0.42769857433808556,0.007942973523421588
162.0,190.1,148.1,178.8,18.8,838.1,741.4,28,33.76,1.1037037037037039,0.11604938271604939
213.5,0.0,174.2,159.2,11.7,1043.6,771.9,56,51.26,0.7456674473067915,0.05480093676814988
295.0,0.0,0.0,185.0,0.0,1069.0,769.0,7,14.8,0.6271186440677966,0.0
349.0,0.0,0.0,192.0,0.0,1047.0,806.0,360,42.13,0.5501432664756447,0.0
157.0,236.0,0.0,192.0,0.0,935.4,781.2,3,9.69,1.2229299363057324,0.0
307.0,0.0,0.0,193.0,0.0,968.0,812.0,3,12.54,0.6286644951140065,0.0
446.0,24.0,79.0,162.0,11.6,967.0,712.0,28,51.02,0.3632286995515695,0.02600896860986547
139.6,209.4,0.0,192.0,0.0,1047.0,806.9,90,39.36,1.3753581661891119,0.0
228.0,342.1,0.0,185.7,0.0,955.8,674.3,28,39.7,0.8144736842105262,0.0
230.0,0.0,118.3,195.5,4.6,1029.4,758.6,100,35.34,0.85,0.019999999999999997
186.2,124.1,0.0,185.7,0.0,1083.4,764.3,7,8.0,0.9973147153598282,0.0
143.7,170.2,132.6,191.6,8.5,814.1,805.3,28,29.87,1.3333333333333335,0.05915100904662492
212.6,0.0,100.4,159.4,10.4,1003.8,903.8,56,44.4,0.7497648165569144,0.04891815616180621
116.0,173.0,0.0,192.0,0.0,909.8,891.9,28,22.35,1.6551724137931034,0.0
446.0,24.0,79.0,162.0,11.6,967.0,712.0,28,57.03,0.3632286995515695,0.02600896860986547
424.0,22.0,132.0,178.0,8.5,822.0,750.0,28,62.05,0.419811320754717,0.020047169811320754
332.5,142.5,0.0,228.0,0.0,932.0,594.0,90,37.72,0.6857142857142857,0.0
290.4,0.0,96.2,168.1,9.4,961.2,865.0,100,48.97,0.5788567493112948,0.03236914600550964
141.3,212.0,0.0,203.5,0.0,971.8,748.5,7,10.39,1.4401981599433828,0.0
186.2,124.1,0.0,185.7,0.0,1083.4,764.3,28,17.6,0.9973147153598282,0.0
251.8,0.0,99.9,146.1,12.4,1006.0,899.8,14,33.36,0.58022239872915,0.04924543288324067
139.6,209.4,0.0,192.0,0.0,1047.0,806.9,7,14.59,1.3753581661891119,0.0
190.3,0.0,125.2,161.9,9.9,1088.1,802.6,3,9.45,0.8507619548081976,0.05202312138728324
286.3,200.9,0.0,144.7,11.2,1004.6,803.7,7,38.0,0.505413901501921,0.03911980440097799
525.0,0.0,0.0,189.0,0.0,1125.0,613.0,14,48.4,0.36,0.0
200.0,0.0,0.0,180.0,0.0,1125.0,845.0,7,7.84,0.9,0.0
218.2,54.6,123.8,140.8,11.9,1075.7,792.7,100,63.53,0.6452795600366636,0.05453712190650779
237.0,92.0,71.0,247.0,6.0,853.0,695.0,28,28.63,1.0421940928270041,0.02531645569620253
155.0,183.0,0.0,193.0,9.0,877.0,868.0,28,23.79,1.2451612903225806,0.05806451612903226
252.3,0.0,98.8,146.3,14.2,987.8,889.0,100,60.95,0.5798652397938961,0.05628220372572334
355.9,0.0,141.6,193.3,11.0,801.4,778.4,28,40.87,0.543130092722675,0.030907558302894073
500.0,0.0,0.0,200.0,0.0,1125.0,613.0,28,44.09,0.4,0.0
252.5,0.0,0.0,185.7,0.0,1111.6,784.3,7,11.48,0.7354455445544554,0.0
266.0,114.0,0.0,228.0,0.0,932.0,670.0,365,52.91,0.8571428571428571,0.0
284.0,15.0,141.0,179.0,5.5,842.0,801.0,7,24.13,0.6302816901408451,0.01936619718309859
290.4,0.0,96.2,168.1,9.4,961.2,865.0,56,45.08,0.5788567493112948,0.03236914600550964
446.0,24.0,79.0,162.0,11.6,967.0,712.0,56,61.07,0.3632286995515695,0.02600896860986547
480.0,0.0,0.0,192.0,0.0,936.0,721.0,3,24.39,0.4,0.0
203.5,135.7,0.0,185.7,0.0,1076.2,759.3,28,22.63,0.9125307125307125,0.0
141.3,212.0,0.0,203.5,0.0,971.8,748.5,28,29.89,1.4401981599433828,0.0
233.8,0.0,94.6,197.9,4.6,947.0,852.2,100,34.56,0.8464499572284003,0.01967493584260051
262.0,111.0,86.0,195.0,5.0,895.0,733.0,28,33.72,0.7442748091603053,0.019083969465648856
212.5,0.0,100.4,159.3,8.7,1007.8,903.6,3,13.54,0.7496470588235294,0.04094117647058823
424.0,22.0,132.0,168.0,8.9,822.0,750.0,56,74.36,0.39622641509433965,0.02099056603773585
145.0,0.0,179.0,202.0,8.0,824.0,869.0,28,10.54,1.393103448275862,0.05517241379310345
332.5,142.5,0.0,228.0,0.0,932.0,594.0,365,41.05,0.6857142857142857,0.0
229.7,0.0,118.2,195.2,6.1,1028.1,757.6,28,24.54,0.8498040922942969,0.026556377884196777
166.0,260.0,0.0,183.0,13.0,859.0,827.0,28,37.91,1.1024096385542168,0.0783132530120482
359.0,19.0,141.0,154.0,10.9,942.0,801.0,3,25.12,0.42896935933147634,0.030362116991643456
485.0,0.0,0.0,146.0,0.0,1120.0,800.0,28,71.99,0.30103092783505153,0.0
213.8,98.1,24.5,181.7,6.7,1066.0,785.5,3,13.18,0.8498596819457436,0.0313376987839102
162.0,207.0,172.0,216.0,10.0,822.0,638.0,28,39.84,1.3333333333333333,0.06172839506172839
322.2,0.0,115.6,196.0,10.4,817.9,813.4,28,31.18,0.6083178150217257,0.03227808814400993
382.5,0.0,0.0,185.7,0.0,1047.8,739.3,7,24.07,0.48549019607843136,0.0
165.0,0.0,143.6,163.8,0.0,1005.6,900.9,28,26.2,0.9927272727272728,0.0
203.5,305.3,0.0,203.5,0.0,963.4,630.0,7,19.54,1.0,0.0
151.8,178.1,138.7,167.5,18.3,944.0,694.6,28,36.35,1.103425559947299,0.12055335968379446
393.0,0.0,0.0,192.0,0.0,940.6,785.6,90,48.85,0.48854961832061067,0.0
302.0,0.0,0.0,203.0,0.0,974.0,817.0,180,26.74,0.6721854304635762,0.0
192.0,288.0,0.0,192.0,0.0,929.8,716.1,7,21.48,1.0,0.0
251.4,0.0,118.3,188.5,5.8,1028.4,757.7,3,17.22,0.7498011137629276,0.023070803500397773
349.0,0.0,0.0,192.0,0.0,1056.0,809.0,120,40.86,0.5501432664756447,0.0
159.8,250.0,0.0,168.4,12.2,1049.3,688.2,28,39.46,1.053817271589487,0.07634543178973716
310.0,0.0,0.0,192.0,0.0,970.0,850.0,7,14.99,0.6193548387096774,0.0
251.4,0.0,118.3,188.5,5.8,1028.4,757.7,14,29.93,0.7498011137629276,0.023070803500397773
122.6,183.9,0.0,203.5,0.0,958.2,800.1,90,33.19,1.6598694942903753,0.0
289.0,134.0,0.0,195.0,6.0,924.0,760.0,28,46.24,0.6747404844290658,0.020761245674740483
500.0,0.0,0.0,200.0,0.0,1125.0,613.0,3,26.06,0.4,0.0
331.0,0.0,0.0,192.0,0.0,978.0,825.0,90,37.23,0.5800604229607251,0.0
213.8,98.1,24.5,181.7,6.7,1066.0,785.5,28,40.23,0.8498596819457436,0.0313376987839102
337.9,189.0,0.0,174.9,9.5,944.7,755.8,56,59.89,0.5176087599881622,0.02811482687185558
380.0,95.0,0.0,228.0,0.0,932.0,594.0,28,36.45,0.6,0.0
540.0,0.0,0.0,173.0,0.0,1125.0,613.0,270,74.17,0.32037037037037036,0.0
251.8,0.0,99.9,146.1,12.4,1006.0,899.8,56,44.14,0.58022239872915,0.04924543288324067
233.8,0.0,94.6,197.9,4.6,947.0,852.2,28,22.84,0.8464499572284003,0.01967493584260051
349.0,0.0,0.0,192.0,0.0,1047.0,806.0,90,39.49,0.5501432664756447,0.0
277.1,0.0,97.4,160.6,11.8,973.9,875.6,14,41.89,0.5795741609527246,0.042583904727535184
158.6,148.9,116.0,175.1,15.0,953.3,719.7,28,27.68,1.1040353089533417,0.09457755359394704
265.0,111.0,86.0,195.0,6.0,833.0,790.0,28,41.54,0.7358490566037735,0.022641509433962263
307.0,0.0,0.0,193.0,0.0,968.0,812.0,90,32.92,0.6286644951140065,0.0
173.0,116.0,0.0,192.0,0.0,946.8,856.8,7,11.39,1.1098265895953756,0.0
397.0,17.2,158.0,167.0,20.8,967.0,633.0,28,55.65,0.42065491183879095,0.05239294710327456
194.7,0.0,100.5,170.2,7.5,998.0,901.8,14,24.28,0.8741653826399589,0.038520801232665644
427.5,47.5,0.0,228.0,0.0,932.0,594.0,28,37.43,0.5333333333333333,0.0
213.7,0.0,174.7,154.8,10.2,1053.5,776.4,3,17.57,0.724379971923257,0.04773046326626111
261.0,100.0,78.0,201.0,9.0,864.0,761.0,28,32.4,0.7701149425287356,0.034482758620689655
246.8,0.0,125.1,143.3,12.0,1086.8,800.9,3,23.52,0.5806320907617504,0.0486223662884927
147.8,175.1,0.0,171.2,2.2,1000.0,828.5,28,26.92,1.1583220568335586,0.014884979702300407
238.0,0.0,0.0,185.0,0.0,1118.0,789.0,28,17.54,0.7773109243697479,0.0
322.0,149.0,0.0,186.0,8.0,951.0,709.0,28,52.42,0.577639751552795,0.024844720496894408
307.0,0.0,0.0,193.0,0.0,968.0,812.0,28,27.53,0.6286644951140065,0.0
133.0,210.0,0.0,196.0,3.0,949.0,795.0,28,31.03,1.4736842105263157,0.022556390977443608
339.2,0.0,0.0,185.7,0.0,1069.2,754.3,28,31.9,0.5474646226415094,0.0
250.2,166.8,0.0,203.5,0.0,977.6,694.1,3,9.73,0.8133493205435652,0.0
375.0,93.8,0.0,126.6,23.4,852.1,992.6,3,29.0,0.3376,0.0624
166.8,250.2,0.0,203.5,0.0,975.6,692.6,28,33.95,1.2200239808153477,0.0
401.8,94.7,0.0,147.4,11.4,946.8,852.1,7,54.1,0.3668491786958686,0.028372324539571926
202.0,11.0,141.0,206.0,1.7,942.0,801.0,56,23.25,1.0198019801980198,0.008415841584158416
359.0,19.0,141.0,154.0,10.9,942.0,801.0,56,68.75,0.42896935933147634,0.030362116991643456
296.0,0.0,0.0,186.0,0.0,1090.0,769.0,7,18.91,0.6283783783783784,0.0
491.0,26.0,123.0,201.0,3.9,822.0,699.0,3,29.55,0.4093686354378819,0.007942973523421588
330.5,169.6,0.0,194.9,8.1,811.0,802.3,28,56.62,0.5897125567322239,0.024508320726172466
300.0,0.0,0.0,184.0,0.0,1075.0,795.0,7,15.58,0.6133333333333333,0.0
145.7,172.6,0.0,181.9,3.4,985.8,816.8,28,23.74,1.2484557309540152,0.023335621139327387
218.2,54.6,123.8,140.8,11.9,1075.7,792.7,28,55.51,0.6452795600366636,0.05453712190650779
321.4,0.0,127.9,182.5,11.5,870.1,779.7,28,37.27,0.5678282514001245,0.0357809583074051
213.5,0.0,174.2,154.6,11.7,1052.3,775.5,56,51.43,0.7241217798594848,0.05480093676814988
251.4,0.0,118.3,192.9,5.8,1043.6,754.3,28,33.27,0.7673031026252983,0.023070803500397773
133.1,210.2,0.0,195.7,3.1,949.4,795.3,28,28.94,1.4703230653643877,0.023290758827948913
141.3,212.0,0.0,203.5,0.0,971.8,748.5,3,4.83,1.4401981599433828,0.0
168.9,42.2,124.3,158.3,10.8,1080.8,796.2,56,39.15,0.9372409709887508,0.06394316163410302
323.7,282.8,0.0,183.8,10.3,942.7,659.9,28,74.7,0.5678097003398209,0.03181958603645351
236.0,0.0,0.0,194.0,0.0,968.0,885.0,90,21.95,0.8220338983050848,0.0
153.6,144.2,112.3,220.1,10.1,923.2,657.9,28,16.5,1.4329427083333333,0.06575520833333333
251.8,0.0,99.9,146.1,12.4,1006.0,899.8,28,33.94,0.58022239872915,0.04924543288324067
387.0,20.0,94.0,157.0,13.9,938.0,845.0,28,46.68,0.40568475452196384,0.03591731266149871
288.0,121.0,0.0,177.0,7.0,908.0,829.0,28,42.13,0.6145833333333334,0.024305555555555556
297.2,0.0,117.5,174.8,9.5,1022.8,753.5,3,21.91,0.588156123822342,0.0319650067294751
374.3,0.0,0.0,190.2,6.7,1013.2,730.4,28,39.06,0.5081485439487042,0.01790008014961261
203.5,135.7,0.0,185.7,0.0,1076.2,759.3,7,11.96,0.9125307125307125,0.0
299.8,0.0,119.8,211.5,9.9,878.2,727.6,28,23.84,0.7054703135423616,0.03302201467645097
525.0,0.0,0.0,189.0,0.0,1125.0,613.0,270,67.11,0.36,0.0
164.0,0.0,200.0,181.0,13.0,849.0,846.0,28,15.09,1.103658536585366,0.07926829268292683
225.0,0.0,0.0,181.0,0.0,1113.0,833.0,7,11.17,0.8044444444444444,0.0
250.0,0.0,95.7,191.8,5.3,948.9,857.2,3,8.49,0.7672,0.0212
167.0,75.4,167.0,164.0,7.9,1007.3,770.1,28,41.41,0.9820359281437125,0.04730538922155689
295.8,0.0,0.0,185.7,0.0,1091.4,769.3,7,14.84,0.627789046653144,0.0
439.0,177.0,0.0,186.0,11.1,884.9,707.9,28,66.0,0.42369020501138954,0.025284738041002276
213.7,98.1,24.5,181.7,6.9,1065.8,785.4,100,53.9,0.8502573701450632,0.03228825456247076
167.4,129.9,128.6,175.5,7.8,1006.3,746.6,14,31.81,1.0483870967741935,0.04659498207885304
331.0,0.0,0.0,192.0,0.0,978.0,825.0,3,13.52,0.5800604229607251,0.0
218.2,54.6,123.8,140.8,11.9,1075.7,792.7,3,27.42,0.6452795600366636,0.05453712190650779
218.9,0.0,124.1,158.5,11.3,1078.7,794.9,28,30.22,0.7240749200548195,0.05162174508908177
375.0,0.0,0.0,186.0,0.0,1038.0,758.0,7,26.06,0.496,0.0
214.9,53.8,121.9,155.6,9.6,1014.3,780.6,56,53.96,0.7240577012563982,0.044671940437412745
156.0,178.0,187.0,221.0,7.0,854.0,614.0,28,29.41,1.4166666666666667,0.04487179487179487
349.0,0.0,0.0,192.0,0.0,1056.0,809.0,3,15.87,0.5501432664756447,0.0
349.0,0.0,0.0,192.0,0.0,1047.0,806.0,180,41.05,0.5501432664756447,0.0
252.0,97.0,76.0,194.0,8.0,835.0,821.0,28,33.4,0.7698412698412699,0.031746031746031744
164.2,0.0,200.1,181.2,12.6,849.3,846.0,28,15.09,1.1035322777101095,0.07673568818514008
166.8,250.2,0.0,203.5,0.0,975.6,692.6,3,6.9,1.2200239808153477,0.0
296.0,0.0,0.0,192.0,0.0,1085.0,765.0,28,21.65,0.6486486486486487,0.0
190.3,0.0,125.2,166.6,9.9,1079.0,798.9,28,24.85,0.8754598003152916,0.05202312138728324
359.0,19.0,141.0,154.0,10.9,942.0,801.0,28,59.49,0.42896935933147634,0.030362116991643456
436.0,0.0,0.0,218.0,0.0,838.4,719.7,28,23.85,0.5,0.0
139.7,163.9,127.7,236.7,5.8,868.6,655.6,28,35.23,1.6943450250536864,0.04151753758052971
427.5,47.5,0.0,228.0,0.0,932.0,594.0,270,43.01,0.5333333333333333,0.0
387.0,20.0,94.0,157.0,11.6,938.0,845.0,3,34.77,0.40568475452196384,0.029974160206718347
295.7,0.0,95.6,171.5,8.9,955.1,859.2,56,48.72,0.579979709164694,0.030098072370645927
342.0,38.0,0.0,228.0,0.0,932.0,670.0,90,50.46,0.6666666666666666,0.0
516.0,0.0,0.0,162.0,8.3,801.0,802.0,28,41.37,0.313953488372093,0.01608527131782946
164.6,0.0,150.4,181.6,11.7,1023.3,728.9,28,18.03,1.103280680437424,0.07108140947752126
154.0,174.0,185.0,228.0,7.0,845.0,612.0,28,24.34,1.4805194805194806,0.045454545454545456
439.0,177.0,0.0,186.0,11.1,884.9,707.9,91,73.3,0.42369020501138954,0.025284738041002276
198.6,132.4,0.0,192.0,0.0,978.4,825.5,180,41.72,0.9667673716012085,0.0
154.0,144.0,112.0,220.0,10.0,923.0,658.0,28,16.5,1.4285714285714286,0.06493506493506493
318.8,212.5,0.0,155.7,14.3,852.1,880.4,28,55.5,0.4883939774153073,0.044855708908406525
148.1,0.0,182.1,181.4,15.0,838.9,884.3,28,15.53,1.224848075624578,0.1012829169480081
520.0,0.0,0.0,170.0,5.2,855.0,855.0,28,60.28,0.3269230769230769,0.01
155.0,184.0,143.0,194.0,9.0,880.0,699.0,28,28.99,1.2516129032258065,0.05806451612903226
374.0,189.2,0.0,170.1,10.1,926.1,756.7,56,63.4,0.4548128342245989,0.027005347593582887
170.3,155.5,0.0,185.7,0.0,1026.6,724.3,28,25.73,1.0904286553141513,0.0
212.0,0.0,124.8,159.0,7.8,1085.4,799.5,100,47.82,0.75,0.03679245283018868
397.0,0.0,0.0,185.7,0.0,1040.6,734.3,28,33.08,0.46775818639798483,0.0
446.0,24.0,79.0,162.0,11.6,967.0,712.0,3,25.02,0.3632286995515695,0.02600896860986547
173.0,116.0,0.0,192.0,0.0,946.8,856.8,28,24.28,1.1098265895953756,0.0
446.0,24.0,79.0,162.0,11.6,967.0,712.0,56,56.14,0.3632286995515695,0.02600896860986547
297.8,137.2,106.9,201.3,6.0,878.4,655.3,28,53.52,0.6759570181329752,0.020147750167897917
132.0,207.0,161.0,179.0,5.0,867.0,736.0,28,33.3,1.356060606060606,0.03787878787878788
279.8,128.9,100.4,172.4,9.5,825.1,804.9,28,52.83,0.6161543959971408,0.03395282344531808
194.7,0.0,100.5,165.6,7.5,1006.4,905.9,56,33.96,0.8505392912172574,0.038520801232665644
333.0,0.0,0.0,192.0,0.0,931.2,842.6,3,15.62,0.5765765765765766,0.0
310.0,0.0,0.0,192.0,0.0,1012.0,830.0,120,38.7,0.6193548387096774,0.0
424.0,22.0,132.0,168.0,8.9,822.0,750.0,28,72.1,0.39622641509433965,0.02099056603773585
238.1,0.0,94.1,186.7,7.0,949.9,847.0,100,44.3,0.7841243175136497,0.029399412011759767
231.8,0.0,121.6,174.0,6.7,1056.4,778.5,14,26.77,0.7506471095772217,0.028904227782571183
273.0,105.0,82.0,210.0,9.0,904.0,680.0,28,37.17,0.7692307692307693,0.03296703296703297
376.0,0.0,0.0,214.6,0.0,1003.5,762.4,28,31.97,0.5707446808510638,0.0
331.0,170.0,0.0,195.0,8.0,811.0,802.0,28,56.61,0.5891238670694864,0.02416918429003021
379.5,151.2,0.0,153.9,15.9,1134.3,605.0,3,28.6,0.40553359683794465,0.04189723320158103
143.0,169.4,142.7,190.7,8.4,967.4,643.5,28,29.73,1.3335664335664335,0.058741258741258746
212.6,0.0,100.4,159.4,10.4,1003.8,903.8,14,25.37,0.7497648165569144,0.04891815616180621
133.0,200.0,0.0,192.0,0.0,927.4,839.2,28,27.87,1.443609022556391,0.0
375.0,93.8,0.0,126.6,23.4,852.1,992.6,7,45.7,0.3376,0.0624
389.9,189.0,0.0,145.9,22.0,944.7,755.8,91,82.6,0.37419851243908697,0.05642472428827905
305.0,0.0,100.0,196.0,10.0,959.0,705.0,28,30.12,0.6426229508196721,0.03278688524590164
339.0,0.0,0.0,185.0,0.0,1069.0,754.0,7,21.16,0.5457227138643068,0.0
254.0,0.0,0.0,198.0,0.0,968.0,863.0,3,9.31,0.7795275590551181,0.0
231.8,0.0,121.6,174.0,6.7,1056.4,778.5,56,42.7,0.7506471095772217,0.028904227782571183
264.5,111.0,86.5,195.5,5.9,832.6,790.4,28,41.54,0.7391304347826086,0.0223062381852552
190.3,0.0,125.2,161.9,9.9,1088.1,802.6,14,22.72,0.8507619548081976,0.05202312138728324
153.0,102.0,0.0,192.0,0.0,888.0,943.1,7,8.37,1.2549019607843137,0.0
339.0,0.0,0.0,197.0,0.0,968.0,781.0,90,35.17,0.5811209439528023,0.0
313.8,0.0,112.6,169.9,10.1,925.3,782.9,28,38.46,0.541427660930529,0.03218610579987253
321.0,0.0,128.0,182.0,11.0,870.0,780.0,28,37.26,0.5669781931464174,0.03426791277258567
374.0,0.0,0.0,190.0,7.0,1013.0,730.0,28,39.05,0.5080213903743316,0.01871657754010695
250.2,166.8,0.0,203.5,0.0,977.6,694.1,90,47.71,0.8133493205435652,0.0
182.0,45.2,122.0,170.2,8.2,1059.4,780.7,3,7.32,0.9351648351648351,0.045054945054945054
183.9,122.6,0.0,203.5,0.0,959.2,800.0,7,10.79,1.10657966286025,0.0
379.5,151.2,0.0,153.9,15.9,1134.3,605.0,28,52.2,0.40553359683794465,0.04189723320158103
298.1,0.0,107.5,163.6,12.8,953.2,784.0,28,35.87,0.5488091244548808,0.04293861120429386
296.0,0.0,107.0,221.0,11.0,819.0,778.0,28,31.42,0.7466216216216216,0.037162162162162164
182.0,45.2,122.0,170.2,8.2,1059.4,780.7,100,48.67,0.9351648351648351,0.045054945054945054
446.0,24.0,79.0,162.0,11.6,967.0,712.0,7,52.01,0.3632286995515695,0.02600896860986547
297.2,0.0,117.5,174.8,9.5,1022.8,753.5,56,51.96,0.588156123822342,0.0319650067294751
339.0,0.0,0.0,197.0,0.0,968.0,781.0,365,38.89,0.5811209439528023,0.0
322.0,0.0,0.0,203.0,0.0,974.0,800.0,180,29.59,0.6304347826086957,0.0
144.0,0.0,175.0,158.0,18.0,943.0,844.0,28,15.42,1.0972222222222223,0.125
379.5,151.2,0.0,153.9,15.9,1134.3,605.0,56,54.9,0.40553359683794465,0.04189723320158103
313.3,0.0,113.0,178.5,8.0,1001.9,688.7,28,36.8,0.5697414618576444,0.025534631343759974
531.3,0.0,0.0,141.8,28.2,852.1,893.7,56,58.8,0.26689252776209305,0.05307735742518351
469.0,117.2,0.0,137.8,32.2,852.1,840.5,56,69.3,0.293816631130064,0.06865671641791045
355.0,19.0,97.0,145.0,12.3,967.0,871.0,28,55.45,0.4084507042253521,0.034647887323943666
218.2,54.6,123.8,140.8,11.9,1075.7,792.7,56,61.99,0.6452795600366636,0.05453712190650779
229.7,0.0,118.2,195.2,6.1,1028.1,757.6,3,13.36,0.8498040922942969,0.026556377884196777
166.1,0.0,163.3,176.5,4.5,1058.6,780.1,56,28.63,1.062612883804937,0.027092113184828417
387.0,20.0,94.0,157.0,13.9,938.0,845.0,3,25.51,0.40568475452196384,0.03591731266149871
480.0,0.0,0.0,192.0,0.0,936.2,712.2,7,34.57,0.4,0.0
387.0,20.0,94.0,157.0,13.9,938.0,845.0,56,47.97,0.40568475452196384,0.03591731266149871
491.0,26.0,123.0,210.0,3.9,882.0,699.0,7,33.49,0.42769857433808556,0.007942973523421588
349.0,0.0,0.0,192.0,0.0,1056.0,809.0,7,9.01,0.5501432664756447,0.0
298.1,0.0,107.0,186.4,6.1,879.0,815.2,28,42.64,0.6252935256625293,0.020462931902046292
155.0,0.0,143.0,193.0,9.0,877.0,868.0,28,9.74,1.2451612903225806,0.05806451612903226
349.0,0.0,0.0,192.0,0.0,1056.0,809.0,28,33.61,0.5501432664756447,0.0
212.6,0.0,100.4,159.4,10.4,1003.8,903.8,3,13.33,0.7497648165569144,0.04891815616180621
295.7,0.0,95.6,171.5,8.9,955.1,859.2,28,39.94,0.579979709164694,0.030098072370645927
167.4,129.9,128.6,175.5,7.8,1006.3,746.6,56,51.72,1.0483870967741935,0.04659498207885304
277.0,0.0,0.0,191.0,0.0,968.0,856.0,180,32.33,0.6895306859205776,0.0
296.0,0.0,0.0,192.0,0.0,1085.0,765.0,90,29.39,0.6486486486486487,0.0
381.4,0.0,0.0,185.7,0.0,1104.6,784.3,7,14.54,0.4868904037755637,0.0
500.0,0.0,0.0,200.0,0.0,1125.0,613.0,7,33.21,0.4,0.0
500.0,0.0,0.0,200.0,0.0,1125.0,613.0,270,55.16,0.4,0.0
213.5,0.0,174.2,154.6,11.7,1052.3,775.5,14,33.7,0.7241217798594848,0.05480093676814988
350.0,0.0,0.0,203.0,0.0,974.0,775.0,56,29.98,0.58,0.0
203.5,305.3,0.0,203.5,0.0,963.4,630.0,3,9.56,1.0,0.0
475.0,0.0,0.0,162.0,9.5,1044.0,662.0,28,58.52,0.3410526315789474,0.02
356.0,0.0,142.0,193.0,11.0,801.0,778.0,28,40.87,0.5421348314606742,0.03089887640449438
212.1,0.0,121.6,180.3,5.7,1057.6,779.3,56,34.2,0.8500707213578501,0.026874115983026876
388.6,97.1,0.0,157.9,12.1,852.1,925.7,3,28.1,0.40633041688111166,0.03113741636644364
190.3,0.0,125.2,161.9,9.9,1088.1,802.6,28,28.47,0.8507619548081976,0.05202312138728324
385.0,0.0,0.0,186.0,0.0,966.0,763.0,3,14.7,0.4831168831168831,0.0
250.2,166.8,0.0,203.5,0.0,977.6,694.1,7,19.35,0.8133493205435652,0.0
380.0,95.0,0.0,228.0,0.0,932.0,594.0,90,40.56,0.6,0.0
222.4,0.0,96.7,189.3,4.5,967.1,870.3,3,11.58,0.8511690647482014,0.020233812949640287
310.0,142.8,0.0,167.9,10.0,914.3,804.0,28,45.3,0.5416129032258065,0.03225806451612903
310.0,0.0,0.0,192.0,0.0,970.0,850.0,28,27.92,0.6193548387096774,0.0
122.6,183.9,0.0,203.5,0.0,958.2,800.1,7,10.35,1.6598694942903753,0.0
164.0,163.0,128.0,197.0,8.0,961.0,641.0,28,27.23,1.201219512195122,0.04878048780487805
312.7,144.7,0.0,127.3,8.0,999.7,822.2,28,44.52,0.4070994563479373,0.025583626479053406
214.9,53.8,121.9,155.6,9.6,1014.3,780.6,14,38.6,0.7240577012563982,0.044671940437412745
251.4,0.0,118.3,192.9,5.8,1043.6,754.3,56,39.27,0.7673031026252983,0.023070803500397773
528.0,0.0,0.0,185.0,6.9,920.0,720.0,28,56.83,0.3503787878787879,0.013068181818181819
213.8,98.1,24.5,181.7,6.7,1066.0,785.5,100,49.97,0.8498596819457436,0.0313376987839102
389.9,189.0,0.0,145.9,22.0,944.7,755.8,7,59.09,0.37419851243908697,0.05642472428827905
314.0,0.0,113.0,170.0,10.0,925.0,783.0,28,38.46,0.5414012738853503,0.03184713375796178
143.0,169.0,143.0,191.0,8.0,967.0,643.0,28,29.72,1.3356643356643356,0.055944055944055944
151.6,0.0,111.9,184.4,7.9,992.0,815.9,28,12.18,1.216358839050132,0.05211081794195251
290.4,0.0,96.2,168.1,9.4,961.2,865.0,28,34.74,0.5788567493112948,0.03236914600550964
289.0,0.0,0.0,192.0,0.0,913.2,895.3,90,32.07,0.6643598615916955,0.0
148.0,0.0,182.0,181.0,15.0,839.0,884.0,28,15.52,1.222972972972973,0.10135135135135136
304.0,76.0,0.0,228.0,0.0,932.0,670.0,90,49.19,0.75,0.0
218.9,0.0,124.1,158.5,11.3,1078.7,794.9,100,46.23,0.7240749200548195,0.05162174508908177
173.8,93.4,159.9,172.3,9.7,1007.2,746.6,56,48.99,0.9913693901035673,0.05581127733026466
531.3,0.0,0.0,141.8,28.2,852.1,893.7,3,41.3,0.26689252776209305,0.05307735742518351
289.0,0.0,0.0,192.0,0.0,913.2,895.3,7,14.6,0.6643598615916955,0.0
212.0,141.3,0.0,203.5,0.0,973.4,750.0,90,39.7,0.9599056603773585,0.0
255.0,99.0,77.0,189.0,6.0,919.0,749.0,28,33.8,0.7411764705882353,0.023529411764705882
200.0,133.0,0.0,192.0,0.0,965.4,806.2,7,17.17,0.96,0.0
190.3,0.0,125.2,166.6,9.9,1079.0,798.9,56,31.72,0.8754598003152916,0.05202312138728324
108.3,162.4,0.0,203.5,0.0,938.2,849.0,28,20.59,1.8790397045244691,0.0
304.0,76.0,0.0,228.0,0.0,932.0,670.0,28,47.81,0.75,0.0
159.1,186.7,0.0,175.6,11.3,989.6,788.9,28,32.77,1.103708359522313,0.071024512884978
190.3,0.0,125.2,161.9,9.9,1088.1,802.6,100,40.39,0.8507619548081976,0.05202312138728324
